stichtag;kreis_id;kreis_name;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
stichtag;kreis_id;kreis_name;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2024;09671;Aschaffenburg, Landkreis;2227;2658;3448;3974;2444;1664;4184;4503;5006;5464;5492;4871;5301;7479;7252;10499;8176;2169;2530;3199;3676;2290;1443;3484;3745;4929;5529;5522;5136;5742;7507;7687;10993;10722
31.12.2024;09672;Bad Kissingen, Landkreis;1345;1516;1940;2276;1361;935;2368;2626;2925;3207;3056;2751;3253;4229;4508;6994;5623;1359;1421;1862;2276;1307;908;2142;2494;2773;3089;2995;2932;3248;4309;4556;7378;7527
31.12.2024;09673;Rh�n-Grabfeld, Landkreis;1052;1172;1556;1845;1170;803;2006;2129;2446;2531;2493;2154;2453;3313;3478;5323;3636;977;1145;1584;1779;1074;748;1785;1759;2248;2306;2412;2120;2559;3278;3455;5542;5044
31.12.2024;09674;Ha�berge, Landkreis;1136;1278;1726;1968;1134;875;2216;2286;2622;2674;2792;2355;2641;3555;3742;5484;3623;1060;1225;1655;1933;1081;710;1807;2001;2255;2611;2627;2308;2641;3496;3754;5697;4901
31.12.2024;09675;Kitzingen, Landkreis;1369;1441;1942;2158;1299;879;2408;2532;2934;3175;3001;2760;2978;3824;3800;5432;3805;1227;1389;1787;1978;1216;809;2086;2120;2684;2969;2921;2789;2948;3690;3813;5735;5389
31.12.2024;09676;Miltenberg, Landkreis;1702;1870;2583;2999;1866;1358;3368;3697;3748;3995;3967;3601;4225;5540;5353;7807;5689;1564;1875;2416;2978;1712;1152;2775;3029;3574;3908;3999;3790;4347;5455;5428;8255;7922
31.12.2024;09677;Main-Spessart, Landkreis;1542;1828;2466;2799;1722;1200;3051;3365;3680;3975;3872;3544;3917;5224;5559;8454;6236;1473;1742;2308;2645;1569;1056;2544;2881;3363;3713;3721;3651;4070;5500;5552;8739;8321
31.12.2024;09678;Schweinfurt, Landkreis;1594;1846;2386;2822;1635;1126;2836;2958;3445;3883;3724;3117;3505;4612;4920;7368;5320;1445;1710;2207;2532;1447;956;2333;2549;3317;3665;3503;3215;3468;4825;4929;7656;7123
31.12.2024;09679;W�rzburg, Landkreis;2204;2617;3424;4043;2282;1703;4041;4152;4651;5339;5335;4913;5005;6331;6490;10086;7620;2135;2517;3294;3653;2164;1398;3505;3747;4610;5358;5313;4888;5089;6484;6958;11062;9805
31.12.2024;09761;Augsburg, kreisfreie Stadt;4149;4178;5513;6569;4029;3163;9649;13191;12869;11904;10551;9401;9156;10328;9436;12904;11806;3951;4019;5244;6230;3735;2784;10085;12311;11452;10382;9750;9132;9153;10036;9765;15832;18448
31.12.2024;09762;Kaufbeuren, kreisfreie Stadt;691;751;968;1059;684;479;1221;1462;1540;1670;1583;1374;1320;1664;1701;2483;2160;659;699;867;1032;644;464;1155;1285;1478;1479;1413;1294;1309;1726;1836;2860;3183
31.12.2024;09763;Kempten (Allg�u), kreisfreie Stadt;983;1013;1296;1481;967;691;2036;2640;2615;2392;2222;1934;1979;2335;2117;3274;3258;921;905;1247;1374;847;630;1931;2351;2403;2272;2158;2019;2055;2359;2317;3912;4711
31.12.2024;09764;Memmingen, kreisfreie Stadt;667;671;866;964;638;412;1248;1441;1615;1518;1406;1318;1349;1678;1591;2332;2125;693;675;893;1048;612;445;1119;1313;1415;1434;1344;1350;1313;1608;1637;2586;2868
31.12.2024;09771;Aichach-Friedberg, Landkreis;1938;2253;3098;3485;2073;1390;3528;3658;4035;4591;4663;4261;4394;5853;5436;7367;6099;1866;2126;3061;3476;1995;1199;3065;3278;3855;4551;4564;4134;4418;5725;5459;7799;8110
31.12.2024;09772;Augsburg, Landkreis;3868;4305;6062;6723;3971;2673;6714;7091;7889;8959;8904;8108;8507;10635;10308;14035;11723;3467;4224;5712;6369;3637;2331;5850;6370;7680;8713;8784;7953;8358;10911;10335;15445;16197
31.12.2024;09773;Dillingen an der Donau, Landkreis;1376;1645;2152;2478;1454;1018;2562;2904;3221;3463;3171;2990;3180;4079;3914;5710;4248;1352;1549;1990;2258;1416;943;2281;2472;2931;3139;3020;2932;3203;4043;3955;6096;5754
31.12.2024;09774;G�nzburg, Landkreis;1875;2113;2797;3208;2007;1368;3673;4159;4372;4539;4140;4029;4290;5340;5154;7232;5312;1778;2002;2531;3008;1778;1259;3166;3373;3827;4282;4169;3866;4317;5148;5109;7508;7117
31.12.2024;09775;Neu-Ulm, Landkreis;2770;3006;3820;4393;2540;1861;5242;5825;6295;6766;6407;5691;5908;6904;6633;9477;8151;2610;2905;3489;4101;2612;1636;4757;5380;5954;6266;6177;5499;5820;6815;6708;10439;10738
31.12.2024;09776;Lindau (Bodensee), Landkreis;1058;1255;1647;1909;1098;726;2200;2375;2546;2696;2583;2370;2541;3499;3225;4475;4273;1091;1237;1658;1819;1167;720;1571;2015;2342;2575;2585;2473;2844;3676;3478;4925;5759
31.12.2024;09777;Ostallg�u, Landkreis;2107;2331;3061;3372;2045;1488;3842;4081;4456;4696;4446;4148;4451;5830;5469;8012;6796;2044;2270;2962;3290;2018;1345;3189;3496;4191;4457;4472;4041;4670;5870;5795;8574;8732
31.12.2024;09778;Unterallg�u, Landkreis;2321;2498;3140;3531;2193;1442;4017;4572;4865;5043;4838;4405;4949;6097;5764;8060;6689;2145;2427;3079;3372;1938;1265;3363;3820;4343;4625;4443;4214;4609;5798;5778;8442;9170
31.12.2024;09779;Donau-Ries, Landkreis;1931;2153;2808;3323;1997;1387;3726;4075;4399;4738;4581;4295;4514;5583;5341;7751;5839;1912;2081;2572;3119;1896;1177;3175;3488;3964;4229;4211;4067;4399;5239;5398;7951;7779
31.12.2024;09780;Oberallg�u, Landkreis;2284;2469;3157;3629;2158;1438;3736;4301;4708;5010;4574;4218;4880;6588;6271;8891;8069;2055;2400;3113;3438;1958;1301;3281;3839;4678;4880;4788;4754;5116;6655;6357;9736;10683
31.12.2024;10041;Regionalverband Saarbr�cken, Landkreis;4272;4601;6257;7368;4475;3424;9542;11750;12049;11582;10386;8912;9390;12450;12633;20140;15049;3974;4399;5853;6875;4225;2933;8929;10555;10926;10658;9953;9081;9553;12780;13314;22254;22607
31.12.2024;10042;Merzig-Wadern, Landkreis;1232;1465;2108;2462;1563;1118;2687;2978;3370;3551;3458;3160;3551;4621;4777;7370;4666;1125;1321;1793;2242;1411;911;2328;2663;3109;3319;3362;3179;3500;4598;4804;7790;7187
31.12.2024;10043;Neunkirchen, Landkreis;1605;1863;2522;2915;1871;1286;3223;3678;4141;4418;4231;3556;3870;5465;5778;8900;6331;1496;1711;2343;2802;1657;1111;2863;3230;3813;4190;3959;3756;3994;5556;6035;9665;9345
31.12.2024;10044;Saarlouis, Landkreis;2367;2763;3722;4561;2828;1925;5148;5662;6493;6748;6459;5667;5918;8202;8926;13892;9658;2309;2635;3614;4337;2567;1685;4157;5015;5892;6508;6153;5802;6225;8469;9239;15168;14415
31.12.2024;10045;Saarpfalz-Kreis;1699;1850;2606;3126;1954;1331;3350;3695;4388;4520;4397;3923;4135;5915;6171;9890;7369;1631;1720;2459;2836;1788;1186;3311;3624;4125;4421;4265;4012;4341;6114;6459;10825;10656
31.12.2024;10046;Sankt Wendel, Landkreis;937;1150;1499;1882;1102;731;1874;2160;2490;2729;2583;2364;2671;3717;4229;6637;4561;944;1085;1470;1746;1167;669;1724;2016;2551;2613;2569;2451;2776;3789;4114;6738;6075
31.12.2024;11000;Berlin, kreisfreie Stadt;51200;53505;71593;85258;51185;35478;102578;137758;152202;159548;139223;114558;106495;124903;120619;159208;144948;48436;51303;68707;81416;46996;32144;101393;136979;149019;155182;135912;113091;105176;123025;122965;184348;218914
31.12.2024;12051;Brandenburg an der Havel, kreisfreie Stadt;767;933;1315;1556;981;581;1724;1951;1960;2946;2665;2222;2005;2660;3019;4708;4161;713;897;1361;1638;922;585;1717;1597;1719;2596;2475;1968;1922;2588;3153;5460;6648
31.12.2024;12052;Cottbus, kreisfreie Stadt;1024;1178;1701;2107;1344;894;2759;3249;2614;3403;3217;2555;2443;3180;3598;5904;4964;952;1245;1636;2075;1229;814;2448;2528;2238;2991;2837;2398;2576;3518;4234;7308;7962
31.12.2024;12053;Frankfurt (Oder), kreisfreie Stadt;536;631;1046;1192;811;590;1665;1598;1476;1915;1907;1720;1606;1883;2319;4014;2987;486;666;886;1201;738;543;1538;1402;1233;1758;1692;1626;1592;2017;2606;4506;4721
31.12.2024;12054;Potsdam, kreisfreie Stadt;2247;2772;3899;4853;2793;1959;5289;5719;5608;7405;6846;6340;5551;5981;6068;8389;7509;2129;2580;3716;4542;2601;1779;5594;5765;5564;7558;7262;6405;5514;6060;6385;10230;11842
31.12.2024;12060;Barnim, Landkreis;2057;2666;3966;4953;2909;1805;3915;3622;3955;6997;7209;6571;6071;7615;8625;12919;9733;1881;2502;3867;4736;2788;1664;3460;3263;3961;7303;7016;6094;5903;7819;8934;14053;13337
31.12.2024;12061;Dahme-Spreewald, Landkreis;2084;2587;3851;4388;2522;1552;3708;3581;4141;6435;6765;5776;5748;7354;7856;11500;8768;1938;2407;3591;4195;2420;1366;3163;3275;4153;6399;6533;5465;5563;7213;7736;12278;12482
31.12.2024;12062;Elbe-Elster, Landkreis;918;1188;1794;2146;1352;771;1820;1534;1773;3171;3371;2986;3361;4184;4768;7934;5426;823;1160;1658;2085;1308;688;1381;1297;1649;2954;2933;2621;3023;4094;4933;8574;8289
31.12.2024;12063;Havelland, Landkreis;1854;2371;3493;4429;2634;1572;3936;3683;3743;5948;5932;5469;5526;7526;7982;10505;7659;1759;2268;3480;4311;2457;1507;3321;2990;3615;6043;6022;5517;5407;7513;7622;11343;11397
31.12.2024;12064;M�rkisch-Oderland, Landkreis;1900;2621;4258;5279;2986;1873;3772;3084;3475;6704;7358;6741;6296;8188;9641;14040;9331;1812;2476;3879;4844;2810;1519;3059;2781;3712;7118;7339;6332;5925;8022;9838;14992;13812
31.12.2024;12065;Oberhavel, Landkreis;2254;2876;4371;5436;3247;2082;4726;4156;4526;7471;7898;7148;6948;9501;10175;13920;10464;2105;2812;4197;5268;3079;1826;4107;3603;4451;7595;7883;6961;7114;9733;9978;14813;14966
31.12.2024;12066;Oberspreewald-Lausitz, Landkreis;962;1236;2018;2422;1458;912;2062;1963;2046;3495;3752;3541;3539;4316;5096;7950;5946;949;1208;1902;2354;1349;800;1721;1584;1890;3336;3191;2879;3165;4406;5152;9185;10008
31.12.2024;12067;Oder-Spree, Landkreis;1744;2321;3488;4333;2607;1612;3780;3477;3547;6010;6113;5622;5499;7499;8316;13068;9580;1576;2185;3260;4173;2415;1432;2858;2693;3318;6220;6250;5317;5298;7021;8535;14257;14393
31.12.2024;12068;Ostprignitz-Ruppin, Landkreis;916;1233;1838;2308;1436;900;2120;1929;1998;3373;3250;2972;3058;4152;4813;7776;4977;931;1066;1762;2107;1292;763;1781;1688;1882;3236;3220;2865;2881;3972;4840;8235;7582
31.12.2024;12069;Potsdam-Mittelmark, Landkreis;2136;2852;4691;5891;3547;2205;4936;3906;4088;7094;7886;7520;7455;9741;10417;14815;10254;2013;2790;4453;5757;3486;1982;3856;3078;3900;7413;7877;7509;7265;9798;10291;15531;14835
31.12.2024;12070;Prignitz, Landkreis;703;857;1319;1670;974;624;1624;1507;1591;2645;2532;2132;2379;3083;3856;5892;4117;690;852;1280;1585;924;555;1173;1161;1452;2360;2196;1901;2189;3079;3891;6396;6406
31.12.2024;12071;Spree-Nei�e, Landkreis;934;1248;2053;2465;1582;909;1876;1569;1779;3250;3631;3174;3552;4707;5652;9236;6116;893;1233;1910;2374;1404;747;1444;1323;1757;3307;3476;3086;3419;4666;5798;9903;9162
31.12.2024;12072;Teltow-Fl�ming, Landkreis;2000;2604;3772;4471;2630;1739;4076;3840;4052;7012;6931;5895;5879;7421;7826;10917;7746;1928;2453;3708;4321;2472;1459;3276;3157;4022;6738;6414;5456;5440;7258;7659;11479;11637
31.12.2024;12073;Uckermark, Landkreis;1076;1367;2060;2749;1747;1033;2292;2048;2226;3835;3773;3399;3533;4925;5836;9318;6578;986;1212;1898;2526;1497;921;1871;1739;2129;3607;3334;3327;3426;4825;6079;10277;9983
31.12.2024;13001;Greifswald, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13002;Neubrandenburg, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13003;Rostock, kreisfreie Stadt;2206;2338;3432;4202;2529;1990;7140;7571;6405;8346;7147;5960;5233;6642;7184;11349;10430;1981;2257;3303;3964;2424;2196;7607;6678;5486;7184;6448;5395;5083;6547;7632;14137;16881
31.12.2024;13004;Schwerin, kreisfreie Stadt;1038;1243;1776;2245;1374;965;2678;2577;2553;3729;3420;3042;2822;3220;3438;6042;5060;1004;1218;1801;2178;1271;989;2540;2373;2271;3393;3167;2896;2632;3383;4063;7522;8385
31.12.2024;13005;Stralsund, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13006;Wismar, kreisfreie Stadt (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13051;Bad Doberan, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13052;Demmin, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13053;G�strow, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13054;Ludwigslust, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13055;Mecklenburg-Strelitz, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13056;M�ritz, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13057;Nordvorpommern, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13058;Nordwestmecklenburg, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13059;Ostvorpommern, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13060;Parchim, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13061;R�gen, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13062;Uecker-Randow, Landkreis (bis 03.09.2011);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;13071;Mecklenburgische Seenplatte, Landkreis;2323;2949;4340;5844;3648;2156;5042;4398;4627;8100;8032;7562;7439;9559;11958;19790;12209;2202;2810;4215;5550;3509;1967;4212;3841;4400;7691;7779;7002;7045;9964;12567;22182;19406
31.12.2024;13072;Rostock, Landkreis;2210;3006;4458;5701;3331;2044;3932;3461;3973;7571;7739;7208;6756;9140;10616;16427;10455;2067;2842;4197;5441;3049;1752;3176;2923;4286;7660;7689;6500;6444;8938;10639;17769;15321
31.12.2024;13073;Vorpommern-R�gen, Landkreis;1941;2299;3634;4934;3052;1905;4312;3800;4038;6947;7314;6721;6574;8693;10532;16811;10929;1853;2290;3522;4706;2916;1687;3880;3363;3904;6984;7071;6378;6349;9063;10961;18769;17071
31.12.2024;13074;Nordwestmecklenburg, Landkreis;1533;2083;3077;3807;2333;1481;3312;3034;3236;5305;5589;5184;5119;6539;7148;11387;7374;1464;1989;2832;3579;2154;1298;2802;2601;3154;5404;5427;4639;4830;6418;7250;12334;10976
31.12.2024;13075;Vorpommern-Greifswald, Landkreis;2083;2559;3931;4962;3179;2067;5224;4777;4547;7388;7476;6871;6692;8505;10549;17640;10999;1954;2423;4010;5139;3023;1970;5650;4603;4340;7149;6989;6307;6193;8592;10878;19281;17006
31.12.2024;13076;Ludwigslust-Parchim, Landkreis;2166;2784;4062;5141;2997;1834;3799;3430;4105;7212;7326;6641;6800;8861;10291;16409;9706;2054;2502;3847;4811;2840;1478;3232;3229;4159;7088;6822;5966;6346;8554;10330;17072;14198
31.12.2024;14161;Chemnitz, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14166;Plauen, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14167;Zwickau, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14171;Annaberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14173;Chemnitzer Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14177;Freiberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14178;Vogtlandkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14181;Mittlerer Erzgebirgskreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14182;Mittweida, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14188;Stollberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14191;Aue-Schwarzenberg, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14193;Zwickauer Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14262;Dresden, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14263;G�rlitz, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14264;Hoyerswerda, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14272;Bautzen, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14280;Mei�en, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14284;Niederschlesischer Oberlausitzkreis (b.31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14285;Riesa-Gro�enhain, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14286;L�bau-Zittau, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14287;S�chsische Schweiz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14290;Wei�eritzkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14292;Kamenz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14365;Leipzig, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14374;Delitzsch, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14375;D�beln, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14379;Leipziger Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14383;Muldentalkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14389;Torgau-Oschatz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;14511;Chemnitz, kreisfreie Stadt;2744;3271;4821;5840;3449;2444;6955;7679;7059;9057;8572;7423;7075;7945;8206;13965;14080;2573;3134;4580;5475;3194;2180;6463;6130;5985;8244;7771;6524;6320;7789;8735;17573;22363
31.12.2024;14521;Erzgebirgskreis;2942;3705;5756;7600;4836;3071;6626;5414;5665;9631;10662;10193;10857;11793;13038;25428;18527;2818;3628;5772;7479;4448;2622;5254;4629;5278;9057;9902;9181;9589;11510;13738;29135;28610
31.12.2024;14522;Mittelsachsen, Landkreis;2903;3803;5753;7405;4489;2835;6597;5895;5977;9368;9920;9311;9721;11785;12505;21528;17207;2694;3514;5250;6804;3957;2366;5199;4811;5463;9026;9182;8410;8782;11254;12786;23900;26031
31.12.2024;14523;Vogtlandkreis;1949;2521;3913;4987;3122;1951;4536;4107;4185;6864;7143;6774;7454;8705;9439;16118;13220;1902;2415;3683;4749;2801;1718;3736;3462;3814;6437;6496;5990;6684;8460;9666;18954;21145
31.12.2024;14524;Zwickau, Landkreis;2880;3706;5705;7220;4280;2740;6914;6304;6491;9913;10247;9264;10100;12062;12941;21486;18179;2867;3528;5258;6778;4050;2487;5661;5048;5834;9162;9308;8414;9205;11752;13358;25277;28374
31.12.2024;14612;Dresden, kreisfreie Stadt;6600;7772;11457;14367;8401;6124;19172;21313;19694;23863;21047;18267;16198;17563;16338;25043;27043;6081;7546;10847;13548;7850;5881;18519;18721;16719;21528;19700;17343;14830;16551;17256;30471;41251
31.12.2024;14625;Bautzen, Landkreis;2805;3897;6002;7527;4499;2692;5622;4749;5352;9556;10105;9745;9710;11227;12991;21222;16557;2729;3623;5623;7196;4077;2357;4558;4024;5017;9138;9253;8625;8777;11068;13541;23637;25107
31.12.2024;14626;G�rlitz, Landkreis;2244;2933;4500;5869;3616;2200;4843;4177;4459;7418;7859;7377;7823;9414;10940;18761;15196;2114;2706;4306;5664;3428;1939;4151;3682;4072;7056;7145;6728;6987;9355;11272;20762;22962
31.12.2024;14627;Mei�en, Landkreis;2137;2940;4584;6145;3777;2227;4780;3950;4222;7655;8431;7848;8035;9619;10669;16563;13851;2078;2914;4704;5942;3442;2054;3938;3322;4069;7547;7940;7110;7250;9055;10598;18476;21349
31.12.2024;14628;S�chsische Schweiz-Osterzgebirge, Landkreis;2172;3153;5139;6616;3895;2313;5071;3996;4418;8017;8411;8337;8260;9524;10216;16501;14340;2183;2945;4815;6261;3629;2049;4167;3415;4387;7987;8073;7500;7373;9025;10199;18311;21298
31.12.2024;14713;Leipzig, kreisfreie Stadt;7693;8685;12046;13986;7939;6051;21073;25340;24856;28777;24401;19386;16744;17894;16946;24913;24852;7104;8225;11344;13335;7402;6338;23852;25193;22750;26331;21992;17507;14617;16754;17443;30445;39636
31.12.2024;14729;Leipzig, Landkreis;2470;3559;5512;6874;3982;2489;5021;4064;4710;8811;9093;8613;8635;10823;11494;17859;13924;2324;3307;5152;6010;3599;2196;4283;3653;4976;8818;8906;8015;8081;10309;11402;19912;21251
